ticket_id,cliente_id,fecha_creacion,tiempo_resolucion_horas,csat_score
TCK-09791,CLI-1021,2026-02-23,1.9,4
TCK-09792,CLI-1021,2026-04-14,1.0,4
TCK-09793,CLI-1021,2026-03-21,6.1,4
TCK-09794,CLI-1021,2026-01-13,1.3,4
TCK-09795,CLI-1021,2026-05-12,4.5,5
TCK-09796,CLI-1021,2026-03-14,3.5,5
TCK-09797,CLI-1021,2026-05-08,20.9,5
TCK-09798,CLI-1021,2026-03-14,0.8,5
TCK-09799,CLI-1022,2026-05-27,2.6,3
TCK-09800,CLI-1022,2026-01-21,1.0,4
TCK-09801,CLI-1022,2026-01-24,0.5,4
TCK-09802,CLI-1022,2026-04-21,1.4,5
TCK-09803,CLI-1022,2026-03-03,4.7,5
TCK-09804,CLI-1022,2026-03-07,1.1,3
TCK-09805,CLI-1022,2026-02-26,2.2,3
TCK-09806,CLI-1022,2026-01-09,10.7,4
TCK-09807,CLI-1022,2026-02-28,0.8,5
TCK-09808,CLI-1022,2026-01-25,6.2,3
TCK-09809,CLI-1022,2026-01-16,3.6,4
TCK-09810,CLI-1022,2026-01-26,2.4,3
TCK-09811,CLI-1023,2026-04-10,3.4,5
TCK-09812,CLI-1023,2026-04-16,1.0,5
TCK-09813,CLI-1023,2026-03-02,1.3,4
TCK-09814,CLI-1023,2026-04-07,5.0,5
TCK-09815,CLI-1023,2026-04-21,6.6,3
TCK-09816,CLI-1023,2026-02-15,7.0,5
TCK-09817,CLI-1023,2026-02-06,4.6,5
TCK-09818,CLI-1024,2026-05-15,1.4,3
TCK-09819,CLI-1024,2026-03-12,6.4,5
TCK-09820,CLI-1024,2026-04-03,5.1,5
TCK-09821,CLI-1024,2026-03-23,1.5,5
TCK-09822,CLI-1024,2026-03-20,1.0,3
TCK-09823,CLI-1024,2026-01-19,0.5,5
TCK-09824,CLI-1024,2026-03-16,7.5,5
TCK-09825,CLI-1024,2026-01-01,3.2,3
TCK-09826,CLI-1024,2026-05-17,0.5,5
TCK-09827,CLI-1024,2026-03-26,0.5,5
TCK-09828,CLI-1025,2026-04-27,0.7,5
TCK-09829,CLI-1025,2026-04-07,0.5,5
TCK-09830,CLI-1025,2026-02-08,3.7,3
TCK-09831,CLI-1025,2026-02-11,0.6,5
TCK-09832,CLI-1026,2026-05-28,0.6,3
TCK-09833,CLI-1026,2026-04-01,1.4,5
TCK-09834,CLI-1026,2026-01-20,3.2,3
TCK-09835,CLI-1026,2026-01-27,0.5,3
TCK-09836,CLI-1026,2026-01-01,2.7,5
TCK-09837,CLI-1026,2026-05-11,4.3,5
TCK-09838,CLI-1026,2026-03-21,1.9,3
TCK-09839,CLI-1027,2026-05-15,7.8,3
TCK-09840,CLI-1027,2026-04-20,0.7,5
TCK-09841,CLI-1027,2026-01-21,0.5,5
TCK-09842,CLI-1027,2026-01-10,10.3,5
TCK-09843,CLI-1027,2026-04-08,8.6,5
TCK-09844,CLI-1027,2026-04-17,0.8,3
TCK-09845,CLI-1027,2026-01-12,9.4,5
TCK-09846,CLI-1027,2026-01-16,2.5,5
TCK-09847,CLI-1027,2026-02-16,0.5,4
TCK-09848,CLI-1027,2026-04-10,2.1,3
TCK-09849,CLI-1027,2026-01-02,6.8,5
TCK-09850,CLI-1027,2026-03-17,4.4,4
TCK-09851,CLI-1027,2026-04-18,4.7,5
TCK-09852,CLI-1028,2026-01-05,8.8,4
TCK-09853,CLI-1028,2026-01-27,0.5,5
TCK-09854,CLI-1028,2026-04-24,1.8,4
TCK-09855,CLI-1028,2026-03-09,3.3,4
TCK-09856,CLI-1028,2026-03-27,0.8,5
TCK-09857,CLI-1028,2026-02-21,1.1,5
TCK-09858,CLI-1028,2026-05-11,8.1,3
TCK-09859,CLI-1028,2026-01-28,6.6,5
TCK-09860,CLI-1028,2026-04-08,1.1,5
TCK-09861,CLI-1028,2026-02-04,2.7,3
TCK-09862,CLI-1029,2026-03-21,6.0,5
TCK-09863,CLI-1029,2026-03-13,7.6,5
TCK-09864,CLI-1029,2026-01-19,5.7,4
TCK-09865,CLI-1029,2026-01-07,9.3,4
TCK-09866,CLI-1029,2026-04-17,2.1,5
TCK-09867,CLI-1029,2026-04-10,0.6,5
TCK-09868,CLI-1029,2026-05-06,3.2,4
TCK-09869,CLI-1029,2026-05-20,6.7,4
TCK-09870,CLI-1029,2026-05-20,5.7,5
TCK-09871,CLI-1029,2026-03-15,4.2,5
TCK-09872,CLI-1029,2026-03-23,13.7,5
TCK-09873,CLI-1030,2026-05-01,1.8,5
TCK-09874,CLI-1030,2026-02-26,1.0,4
TCK-09875,CLI-1030,2026-02-07,4.5,4
TCK-09876,CLI-1030,2026-01-20,5.4,4
TCK-09877,CLI-1030,2026-04-21,2.8,5
TCK-09878,CLI-1030,2026-03-31,2.3,3
TCK-09879,CLI-1030,2026-01-15,6.8,5
TCK-09880,CLI-1030,2026-02-15,2.9,5
TCK-09881,CLI-1030,2026-03-12,0.8,4
TCK-09882,CLI-1030,2026-02-09,1.1,3
TCK-09883,CLI-1031,2026-02-24,4.7,3
TCK-09884,CLI-1031,2026-05-15,4.4,5
TCK-09885,CLI-1031,2026-05-27,7.6,5
TCK-09886,CLI-1031,2026-02-19,1.2,5
TCK-09887,CLI-1031,2026-03-30,15.8,4
TCK-09888,CLI-1031,2026-03-10,12.1,5
TCK-09889,CLI-1031,2026-03-07,19.4,4
TCK-09890,CLI-1031,2026-01-04,13.6,4
TCK-09891,CLI-1032,2026-04-28,2.4,5
TCK-09892,CLI-1032,2026-01-20,0.5,5
TCK-09893,CLI-1032,2026-01-18,1.7,3
TCK-09894,CLI-1033,2026-01-04,52.0,1
TCK-09895,CLI-1033,2026-04-29,104.1,1
TCK-09896,CLI-1033,2026-02-13,105.5,1
TCK-09897,CLI-1033,2026-05-13,49.3,1
TCK-09898,CLI-1033,2026-04-06,165.4,1
TCK-09899,CLI-1033,2026-01-07,106.7,1
TCK-09900,CLI-1033,2026-02-13,97.1,2
TCK-09901,CLI-1033,2026-03-04,32.7,2
TCK-09902,CLI-1033,2026-01-07,71.7,3
TCK-09903,CLI-1033,2026-03-30,89.3,2
TCK-09904,CLI-1033,2026-01-08,50.8,2
TCK-09905,CLI-1033,2026-04-19,85.0,1
TCK-09906,CLI-1033,2026-04-22,66.5,2
TCK-09907,CLI-1033,2026-04-24,99.4,1
TCK-09908,CLI-1033,2026-01-25,99.0,1
TCK-09909,CLI-1034,2026-03-06,1.2,5
TCK-09910,CLI-1034,2026-05-19,2.5,5
TCK-09911,CLI-1034,2026-03-28,5.6,3
TCK-09912,CLI-1034,2026-03-01,10.6,4
TCK-09913,CLI-1034,2026-02-26,1.3,5
TCK-09914,CLI-1034,2026-02-20,7.0,5
TCK-09915,CLI-1034,2026-02-01,22.3,5
TCK-09916,CLI-1034,2026-05-08,0.6,5
TCK-09917,CLI-1034,2026-01-21,4.6,4
TCK-09918,CLI-1034,2026-03-07,8.5,3
TCK-09919,CLI-1035,2026-04-27,5.8,4
TCK-09920,CLI-1035,2026-05-28,10.2,5
TCK-09921,CLI-1035,2026-03-23,1.2,4
TCK-09922,CLI-1035,2026-04-02,3.3,5
TCK-09923,CLI-1035,2026-03-07,11.8,3
TCK-09924,CLI-1035,2026-01-17,15.9,3
TCK-09925,CLI-1036,2026-02-13,2.1,5
TCK-09926,CLI-1036,2026-05-25,9.5,5
TCK-09927,CLI-1036,2026-05-22,2.3,5
TCK-09928,CLI-1036,2026-02-12,7.2,5
TCK-09929,CLI-1036,2026-03-16,5.7,5
TCK-09930,CLI-1036,2026-05-29,0.5,4
TCK-09931,CLI-1036,2026-02-15,6.1,4
TCK-09932,CLI-1037,2026-02-10,4.7,5
TCK-09933,CLI-1037,2026-01-02,3.8,4
TCK-09934,CLI-1037,2026-02-16,2.6,5
TCK-09935,CLI-1037,2026-05-10,8.4,5
TCK-09936,CLI-1037,2026-05-21,4.2,4
TCK-09937,CLI-1037,2026-01-19,0.7,5
TCK-09938,CLI-1037,2026-04-02,1.0,4
TCK-09939,CLI-1037,2026-02-16,7.2,4
TCK-09940,CLI-1037,2026-01-13,4.4,5
TCK-09941,CLI-1037,2026-05-11,4.1,4
TCK-09942,CLI-1038,2026-05-31,11.2,5
TCK-09943,CLI-1038,2026-04-01,11.5,4
TCK-09944,CLI-1038,2026-02-05,1.9,5
TCK-09945,CLI-1038,2026-01-29,0.7,5
TCK-09946,CLI-1038,2026-04-23,1.7,5
TCK-09947,CLI-1038,2026-04-11,9.0,4
TCK-09948,CLI-1038,2026-05-21,0.8,5
TCK-09949,CLI-1038,2026-01-01,0.5,3
TCK-09950,CLI-1039,2026-01-31,2.9,5
TCK-09951,CLI-1039,2026-02-10,1.2,4
TCK-09952,CLI-1039,2026-04-17,3.7,4
TCK-09953,CLI-1039,2026-04-21,3.2,5
TCK-09954,CLI-1039,2026-02-12,6.9,5
TCK-09955,CLI-1039,2026-03-27,0.7,3
TCK-09956,CLI-1039,2026-01-12,0.5,5
TCK-09957,CLI-1039,2026-03-25,6.1,5
TCK-09958,CLI-1039,2026-01-15,1.8,3
TCK-09959,CLI-1040,2026-05-03,8.7,3
TCK-09960,CLI-1040,2026-02-28,6.7,4
TCK-09961,CLI-1040,2026-02-04,0.5,4
TCK-09962,CLI-1040,2026-03-13,8.0,3
TCK-09963,CLI-1040,2026-01-17,0.5,4
TCK-09964,CLI-1040,2026-03-01,0.5,5
TCK-09965,CLI-1040,2026-03-17,8.7,5
TCK-09966,CLI-1040,2026-03-03,0.5,5
TCK-09967,CLI-1040,2026-01-14,5.6,5
TCK-09968,CLI-1040,2026-03-05,14.7,5
TCK-09969,CLI-1040,2026-02-13,2.3,5
TCK-09970,CLI-1040,2026-04-04,3.1,5
TCK-09971,CLI-1041,2026-01-12,24.0,1
TCK-09972,CLI-1041,2026-02-13,55.8,1
TCK-09973,CLI-1041,2026-05-05,49.6,1
TCK-09974,CLI-1041,2026-03-06,60.1,1
TCK-09975,CLI-1041,2026-04-12,58.5,2
TCK-09976,CLI-1041,2026-02-08,31.1,3
TCK-09977,CLI-1041,2026-03-03,70.8,3
TCK-09978,CLI-1041,2026-05-24,49.3,3
TCK-09979,CLI-1041,2026-02-28,42.2,1
TCK-09980,CLI-1041,2026-05-10,74.5,2
TCK-09981,CLI-1041,2026-03-14,71.4,3
TCK-09982,CLI-1041,2026-03-17,42.7,2
TCK-09983,CLI-1041,2026-01-13,51.1,2
TCK-09984,CLI-1041,2026-03-01,90.9,2
TCK-09985,CLI-1041,2026-05-04,29.8,2
TCK-09986,CLI-1041,2026-04-11,38.7,2
TCK-09987,CLI-1041,2026-04-01,91.9,1
TCK-09988,CLI-1041,2026-03-07,70.5,1
TCK-09989,CLI-1042,2026-02-23,2.0,4
TCK-09990,CLI-1042,2026-05-30,1.9,5
TCK-09991,CLI-1042,2026-03-10,7.0,3
TCK-09992,CLI-1042,2026-02-09,5.5,3
TCK-09993,CLI-1042,2026-05-24,20.6,5
TCK-09994,CLI-1042,2026-04-02,3.5,4
TCK-09995,CLI-1043,2026-05-15,1.4,4
TCK-09996,CLI-1043,2026-01-05,8.3,5
TCK-09997,CLI-1043,2026-02-18,12.8,4
TCK-09998,CLI-1043,2026-02-27,10.7,5
TCK-09999,CLI-1043,2026-01-07,3.0,5
TCK-10000,CLI-1043,2026-05-14,4.6,4
TCK-10001,CLI-1044,2026-04-16,90.8,2
TCK-10002,CLI-1044,2026-03-07,71.8,1
TCK-10003,CLI-1044,2026-01-25,23.6,3
TCK-10004,CLI-1044,2026-03-15,46.3,1
TCK-10005,CLI-1044,2026-05-23,30.0,1
TCK-10006,CLI-1044,2026-04-16,38.1,1
TCK-10007,CLI-1044,2026-03-04,96.3,3
TCK-10008,CLI-1044,2026-02-02,74.1,1
TCK-10009,CLI-1044,2026-01-12,32.8,1
TCK-10010,CLI-1044,2026-05-12,98.0,2
TCK-10011,CLI-1044,2026-03-23,79.1,1
TCK-10012,CLI-1044,2026-01-06,38.8,3
TCK-10013,CLI-1044,2026-03-27,84.4,1
TCK-10014,CLI-1045,2026-01-15,6.4,5
TCK-10015,CLI-1045,2026-03-11,3.7,4
TCK-10016,CLI-1045,2026-05-11,3.9,3
TCK-10017,CLI-1045,2026-05-07,15.6,4
TCK-10018,CLI-1045,2026-01-28,3.1,4
TCK-10019,CLI-1046,2026-03-27,21.5,4
TCK-10020,CLI-1046,2026-05-30,2.3,5
TCK-10021,CLI-1046,2026-01-08,0.5,5
TCK-10022,CLI-1047,2026-03-22,81.1,2
TCK-10023,CLI-1047,2026-01-31,69.5,1
TCK-10024,CLI-1047,2026-05-23,41.8,1
TCK-10025,CLI-1047,2026-02-02,76.8,1
TCK-10026,CLI-1047,2026-02-24,75.5,1
TCK-10027,CLI-1047,2026-04-30,47.2,1
TCK-10028,CLI-1047,2026-05-05,79.8,3
TCK-10029,CLI-1047,2026-02-13,90.0,1
TCK-10030,CLI-1047,2026-01-27,51.9,1
TCK-10031,CLI-1047,2026-01-16,45.9,2
TCK-10032,CLI-1047,2026-01-14,34.0,1
TCK-10033,CLI-1047,2026-05-04,56.2,1
TCK-10034,CLI-1047,2026-03-06,103.1,3
TCK-10035,CLI-1047,2026-03-15,52.7,3
TCK-10036,CLI-1048,2026-03-07,6.6,3
TCK-10037,CLI-1048,2026-05-01,0.5,5
TCK-10038,CLI-1048,2026-05-27,3.8,5
TCK-10039,CLI-1048,2026-03-01,0.5,5
TCK-10040,CLI-1048,2026-05-26,1.7,5
TCK-10041,CLI-1048,2026-01-28,2.1,4
TCK-10042,CLI-1048,2026-01-19,5.3,5
TCK-10043,CLI-1049,2026-05-01,17.3,4
TCK-10044,CLI-1049,2026-02-01,4.5,3
TCK-10045,CLI-1049,2026-05-05,6.2,5
TCK-10046,CLI-1049,2026-03-06,16.1,4
TCK-10047,CLI-1049,2026-01-03,6.4,3
TCK-10048,CLI-1050,2026-01-08,0.5,4
TCK-10049,CLI-1050,2026-02-21,8.7,3
TCK-10050,CLI-1050,2026-03-07,0.5,5
TCK-10051,CLI-1050,2026-04-02,8.7,4
TCK-10052,CLI-1050,2026-04-11,5.4,3
TCK-10053,CLI-1050,2026-05-16,7.3,4
TCK-10054,CLI-1050,2026-05-10,1.3,5
TCK-10055,CLI-1050,2026-03-12,12.1,3
TCK-10056,CLI-1051,2026-05-16,1.3,5
TCK-10057,CLI-1051,2026-04-12,2.0,4
TCK-10058,CLI-1051,2026-03-26,2.1,4
TCK-10059,CLI-1051,2026-05-05,2.8,4
TCK-10060,CLI-1051,2026-02-23,9.2,5
TCK-10061,CLI-1051,2026-05-03,1.0,4
TCK-10062,CLI-1051,2026-03-17,0.5,4
TCK-10063,CLI-1051,2026-03-13,5.5,4
TCK-10064,CLI-1052,2026-04-07,5.1,4
TCK-10065,CLI-1052,2026-04-14,0.8,4
TCK-10066,CLI-1052,2026-04-07,1.1,3
TCK-10067,CLI-1052,2026-01-02,2.9,4
TCK-10068,CLI-1052,2026-04-24,2.2,4
TCK-10069,CLI-1052,2026-02-04,2.9,5
TCK-10070,CLI-1052,2026-02-26,4.7,4
TCK-10071,CLI-1052,2026-04-11,6.5,3
TCK-10072,CLI-1053,2026-04-07,0.5,5
TCK-10073,CLI-1053,2026-01-15,15.9,4
TCK-10074,CLI-1053,2026-03-16,1.4,4
TCK-10075,CLI-1053,2026-05-01,5.8,5
TCK-10076,CLI-1053,2026-03-09,2.7,4
TCK-10077,CLI-1053,2026-01-27,3.0,5
TCK-10078,CLI-1053,2026-02-07,3.9,4
TCK-10079,CLI-1053,2026-01-02,0.5,4
TCK-10080,CLI-1053,2026-05-23,2.1,5
TCK-10081,CLI-1053,2026-01-28,0.5,5
TCK-10082,CLI-1053,2026-05-20,10.4,5
TCK-10083,CLI-1054,2026-01-01,1.8,5
TCK-10084,CLI-1054,2026-02-19,12.1,5
TCK-10085,CLI-1054,2026-04-22,3.2,3
TCK-10086,CLI-1054,2026-05-13,0.8,3
TCK-10087,CLI-1054,2026-02-23,6.2,5
TCK-10088,CLI-1054,2026-05-09,0.9,4
TCK-10089,CLI-1054,2026-02-09,3.3,3
TCK-10090,CLI-1054,2026-04-02,2.7,5
TCK-10091,CLI-1054,2026-02-03,6.3,4
TCK-10092,CLI-1055,2026-05-17,2.6,4
TCK-10093,CLI-1055,2026-05-30,1.0,4
TCK-10094,CLI-1055,2026-03-14,6.4,3
TCK-10095,CLI-1055,2026-01-02,4.2,5
TCK-10096,CLI-1055,2026-03-20,0.9,5
TCK-10097,CLI-1056,2026-02-25,3.1,5
TCK-10098,CLI-1056,2026-05-29,0.9,5
TCK-10099,CLI-1056,2026-03-05,3.3,4
TCK-10100,CLI-1056,2026-04-04,0.5,3
TCK-10101,CLI-1056,2026-01-30,2.8,5
TCK-10102,CLI-1056,2026-04-13,1.4,3
TCK-10103,CLI-1056,2026-01-05,2.9,3
TCK-10104,CLI-1057,2026-02-05,26.2,2
TCK-10105,CLI-1057,2026-04-12,70.6,2
TCK-10106,CLI-1057,2026-03-26,55.6,2
TCK-10107,CLI-1057,2026-05-04,82.6,2
TCK-10108,CLI-1057,2026-04-23,30.8,1
TCK-10109,CLI-1057,2026-04-06,120.2,1
TCK-10110,CLI-1057,2026-02-03,72.8,1
TCK-10111,CLI-1057,2026-04-21,83.5,2
TCK-10112,CLI-1057,2026-04-18,65.0,3
TCK-10113,CLI-1057,2026-05-24,53.0,1
TCK-10114,CLI-1057,2026-03-16,57.2,2
TCK-10115,CLI-1057,2026-05-24,64.4,1
TCK-10116,CLI-1057,2026-01-14,115.4,1
TCK-10117,CLI-1057,2026-02-25,57.4,3
TCK-10118,CLI-1058,2026-01-26,107.5,2
TCK-10119,CLI-1058,2026-04-20,77.4,2
TCK-10120,CLI-1058,2026-02-20,52.1,1
TCK-10121,CLI-1058,2026-04-13,68.1,2
TCK-10122,CLI-1058,2026-05-01,131.8,3
TCK-10123,CLI-1058,2026-05-14,57.7,1
TCK-10124,CLI-1058,2026-01-18,68.3,2
TCK-10125,CLI-1058,2026-04-28,41.6,1
TCK-10126,CLI-1058,2026-03-22,51.9,3
TCK-10127,CLI-1058,2026-02-08,67.8,1
TCK-10128,CLI-1058,2026-03-08,78.5,1
TCK-10129,CLI-1058,2026-05-22,56.4,1
TCK-10130,CLI-1058,2026-01-18,84.7,1
TCK-10131,CLI-1058,2026-03-05,36.5,1
TCK-10132,CLI-1058,2026-03-28,82.3,1
TCK-10133,CLI-1058,2026-03-04,114.3,3
TCK-10134,CLI-1058,2026-05-05,65.7,2
TCK-10135,CLI-1059,2026-04-09,14.9,3
TCK-10136,CLI-1059,2026-03-10,11.7,4
TCK-10137,CLI-1059,2026-02-10,0.8,3
TCK-10138,CLI-1059,2026-05-12,2.8,5
TCK-10139,CLI-1059,2026-02-28,11.7,5
TCK-10140,CLI-1059,2026-02-26,0.9,4
TCK-10141,CLI-1059,2026-01-03,0.5,5
TCK-10142,CLI-1060,2026-02-23,0.8,4
TCK-10143,CLI-1060,2026-04-02,2.4,3
TCK-10144,CLI-1060,2026-03-03,6.9,5
TCK-10145,CLI-1061,2026-04-04,3.3,4
TCK-10146,CLI-1061,2026-02-04,12.6,5
TCK-10147,CLI-1061,2026-04-12,3.3,4
TCK-10148,CLI-1061,2026-01-11,9.0,5
TCK-10149,CLI-1061,2026-05-14,5.7,5
TCK-10150,CLI-1061,2026-05-18,9.9,4
TCK-10151,CLI-1061,2026-03-30,9.9,5
TCK-10152,CLI-1061,2026-02-18,4.9,5
TCK-10153,CLI-1061,2026-02-16,2.8,5
TCK-10154,CLI-1061,2026-05-24,3.7,5
TCK-10155,CLI-1061,2026-04-30,3.3,4
TCK-10156,CLI-1062,2026-03-02,3.6,3
TCK-10157,CLI-1062,2026-03-16,1.2,5
TCK-10158,CLI-1062,2026-01-08,14.0,5
TCK-10159,CLI-1062,2026-01-24,13.8,5
TCK-10160,CLI-1062,2026-01-22,8.6,5
TCK-10161,CLI-1062,2026-03-07,1.3,4
TCK-10162,CLI-1062,2026-05-06,2.5,5
TCK-10163,CLI-1062,2026-03-19,3.2,4
TCK-10164,CLI-1063,2026-04-27,6.6,4
TCK-10165,CLI-1063,2026-03-26,1.9,5
TCK-10166,CLI-1063,2026-03-11,5.5,4
TCK-10167,CLI-1063,2026-05-06,4.1,5
TCK-10168,CLI-1063,2026-02-21,0.6,3
TCK-10169,CLI-1063,2026-04-26,5.3,5
TCK-10170,CLI-1063,2026-04-29,1.0,5
TCK-10171,CLI-1063,2026-01-10,6.8,5
TCK-10172,CLI-1063,2026-03-12,4.5,3
TCK-10173,CLI-1063,2026-05-31,1.8,4
TCK-10174,CLI-1063,2026-01-11,7.8,5
TCK-10175,CLI-1064,2026-05-28,1.0,4
TCK-10176,CLI-1064,2026-04-17,1.6,5
TCK-10177,CLI-1064,2026-04-28,0.8,4
TCK-10178,CLI-1064,2026-05-17,0.5,4
TCK-10179,CLI-1064,2026-01-18,0.5,5
TCK-10180,CLI-1065,2026-03-21,2.4,5
TCK-10181,CLI-1065,2026-04-04,5.7,5
TCK-10182,CLI-1065,2026-04-10,0.7,5
TCK-10183,CLI-1065,2026-03-28,1.3,4
TCK-10184,CLI-1065,2026-05-28,2.1,4
TCK-10185,CLI-1065,2026-05-03,0.5,5
TCK-10186,CLI-1065,2026-04-26,6.7,3
TCK-10187,CLI-1065,2026-03-01,5.8,3
TCK-10188,CLI-1065,2026-04-09,6.4,5
TCK-10189,CLI-1065,2026-01-25,19.1,4
TCK-10190,CLI-1065,2026-01-09,6.9,3
TCK-10191,CLI-1065,2026-02-21,13.7,5
TCK-10192,CLI-1065,2026-03-06,1.9,3
TCK-10193,CLI-1065,2026-01-06,5.1,5
TCK-10194,CLI-1066,2026-03-29,11.7,3
TCK-10195,CLI-1066,2026-05-01,11.4,4
TCK-10196,CLI-1066,2026-02-22,6.8,3
TCK-10197,CLI-1066,2026-04-13,0.9,4
TCK-10198,CLI-1066,2026-05-19,0.5,4
TCK-10199,CLI-1066,2026-05-29,7.0,5
TCK-10200,CLI-1067,2026-01-25,2.4,3
TCK-10201,CLI-1067,2026-01-14,4.6,5
TCK-10202,CLI-1067,2026-05-13,2.8,5
TCK-10203,CLI-1067,2026-01-06,10.5,5
TCK-10204,CLI-1068,2026-03-17,2.2,3
TCK-10205,CLI-1068,2026-01-29,0.5,5
TCK-10206,CLI-1068,2026-05-08,0.5,3
TCK-10207,CLI-1068,2026-03-22,1.4,4
TCK-10208,CLI-1068,2026-04-20,3.4,4
TCK-10209,CLI-1068,2026-03-13,14.1,5
TCK-10210,CLI-1068,2026-02-24,0.5,5
TCK-10211,CLI-1068,2026-01-09,0.9,4
TCK-10212,CLI-1068,2026-05-02,9.1,5
TCK-10213,CLI-1068,2026-02-11,0.5,5
TCK-10214,CLI-1068,2026-01-27,5.4,5
TCK-10215,CLI-1068,2026-05-09,12.0,5
TCK-10216,CLI-1068,2026-05-10,3.0,5
TCK-10217,CLI-1069,2026-04-27,34.1,3
TCK-10218,CLI-1069,2026-04-27,4.0,5
TCK-10219,CLI-1069,2026-01-18,1.8,5
TCK-10220,CLI-1070,2026-04-19,3.2,5
TCK-10221,CLI-1070,2026-05-28,1.3,5
TCK-10222,CLI-1070,2026-05-31,6.7,4
TCK-10223,CLI-1070,2026-01-26,0.6,5
TCK-10224,CLI-1070,2026-04-10,19.7,3
TCK-10225,CLI-1070,2026-03-23,9.3,5
TCK-10226,CLI-1070,2026-05-10,1.0,4
TCK-10227,CLI-1071,2026-04-29,8.7,5
TCK-10228,CLI-1071,2026-02-16,8.0,5
TCK-10229,CLI-1071,2026-03-01,9.4,4
TCK-10230,CLI-1071,2026-04-16,22.6,4
TCK-10231,CLI-1071,2026-03-05,5.6,5
TCK-10232,CLI-1071,2026-03-20,4.4,4
TCK-10233,CLI-1071,2026-01-18,4.1,5
TCK-10234,CLI-1071,2026-01-31,1.1,5
TCK-10235,CLI-1071,2026-01-09,1.6,5
TCK-10236,CLI-1071,2026-03-09,1.2,5
TCK-10237,CLI-1071,2026-05-18,5.9,5
TCK-10238,CLI-1072,2026-03-26,4.0,3
TCK-10239,CLI-1072,2026-04-23,9.5,4
TCK-10240,CLI-1072,2026-05-23,5.1,5
TCK-10241,CLI-1072,2026-04-18,1.6,5
TCK-10242,CLI-1072,2026-04-26,8.9,5
TCK-10243,CLI-1072,2026-01-29,11.6,4
TCK-10244,CLI-1072,2026-02-07,2.7,3
TCK-10245,CLI-1072,2026-04-09,2.5,5
TCK-10246,CLI-1072,2026-03-25,3.1,4
TCK-10247,CLI-1072,2026-05-03,5.8,3
TCK-10248,CLI-1072,2026-02-10,2.2,5
TCK-10249,CLI-1073,2026-05-21,7.7,4
TCK-10250,CLI-1073,2026-01-18,15.2,5
TCK-10251,CLI-1073,2026-05-22,1.2,4
TCK-10252,CLI-1073,2026-02-06,1.9,4
TCK-10253,CLI-1073,2026-05-31,7.4,4
TCK-10254,CLI-1073,2026-01-31,1.1,5
TCK-10255,CLI-1073,2026-02-12,3.1,3
TCK-10256,CLI-1073,2026-05-06,1.6,3
TCK-10257,CLI-1073,2026-05-24,7.3,5
TCK-10258,CLI-1073,2026-05-17,3.5,5
TCK-10259,CLI-1074,2026-05-11,4.0,5
TCK-10260,CLI-1074,2026-04-04,11.5,3
TCK-10261,CLI-1074,2026-02-12,2.2,5
TCK-10262,CLI-1074,2026-03-08,0.5,5
TCK-10263,CLI-1074,2026-05-28,3.5,3
TCK-10264,CLI-1074,2026-05-30,2.9,4
TCK-10265,CLI-1074,2026-01-17,2.3,4
TCK-10266,CLI-1075,2026-04-14,0.5,5
TCK-10267,CLI-1075,2026-01-07,22.4,5
TCK-10268,CLI-1075,2026-05-16,1.8,5
TCK-10269,CLI-1075,2026-03-16,3.9,3
TCK-10270,CLI-1075,2026-01-26,1.2,5
TCK-10271,CLI-1075,2026-03-31,4.5,4
TCK-10272,CLI-1075,2026-05-24,19.2,5
TCK-10273,CLI-1075,2026-03-27,1.3,4
TCK-10274,CLI-1075,2026-04-05,6.2,5
TCK-10275,CLI-1075,2026-02-19,1.4,5
TCK-10276,CLI-1076,2026-04-30,73.7,2
TCK-10277,CLI-1076,2026-02-28,47.1,1
TCK-10278,CLI-1076,2026-01-16,119.8,3
TCK-10279,CLI-1076,2026-03-13,75.4,3
TCK-10280,CLI-1076,2026-02-24,51.2,3
TCK-10281,CLI-1076,2026-04-27,35.7,1
TCK-10282,CLI-1076,2026-04-17,40.0,1
TCK-10283,CLI-1076,2026-02-22,110.0,1
TCK-10284,CLI-1076,2026-02-01,36.3,2
TCK-10285,CLI-1076,2026-05-16,115.9,1
TCK-10286,CLI-1076,2026-03-24,29.8,1
TCK-10287,CLI-1076,2026-04-05,66.7,1
TCK-10288,CLI-1076,2026-05-25,60.1,1
TCK-10289,CLI-1076,2026-04-14,103.6,1
TCK-10290,CLI-1077,2026-05-07,64.3,1
TCK-10291,CLI-1077,2026-01-06,91.8,1
TCK-10292,CLI-1077,2026-05-07,54.6,1
TCK-10293,CLI-1077,2026-02-01,87.1,1
TCK-10294,CLI-1077,2026-04-22,84.0,1
TCK-10295,CLI-1077,2026-03-07,58.2,1
TCK-10296,CLI-1077,2026-03-07,34.1,1
TCK-10297,CLI-1077,2026-05-21,51.6,1
TCK-10298,CLI-1077,2026-01-25,143.9,1
TCK-10299,CLI-1077,2026-03-11,54.6,1
TCK-10300,CLI-1077,2026-03-20,178.1,1
TCK-10301,CLI-1077,2026-01-01,90.7,2
TCK-10302,CLI-1077,2026-01-02,42.2,1
TCK-10303,CLI-1077,2026-01-16,72.6,1
TCK-10304,CLI-1077,2026-03-11,38.4,1
TCK-10305,CLI-1077,2026-01-10,75.9,3
TCK-10306,CLI-1077,2026-04-24,91.9,3
TCK-10307,CLI-1077,2026-04-05,60.1,2
