cliente_id,periodo_reportado,logins_periodo,tiempo_uso_promedio_min,reportes_generados
CLI-0968,2026-W03,9,25.28,8
CLI-0968,2026-W04,3,22.05,2
CLI-0968,2026-W05,4,24.55,2
CLI-0968,2026-W06,3,21.1,2
CLI-0968,2026-W07,9,16.41,7
CLI-0968,2026-W08,9,24.53,6
CLI-0968,2026-W09,8,25.49,6
CLI-0968,2026-W10,7,22.76,7
CLI-0969,2026-W01,8,21.94,8
CLI-0969,2026-W02,6,15.79,4
CLI-0969,2026-W03,7,20.04,7
CLI-0969,2026-W04,6,26.26,6
CLI-0969,2026-W05,5,21.14,5
CLI-0969,2026-W06,10,26.55,7
CLI-0969,2026-W07,10,19.05,6
CLI-0969,2026-W08,9,16.69,5
CLI-0969,2026-W09,7,21.09,6
CLI-0969,2026-W10,6,20.19,4
CLI-0970,2026-W01,7,17.09,6
CLI-0970,2026-W02,9,21.09,6
CLI-0970,2026-W03,8,22.82,8
CLI-0970,2026-W04,8,22.46,6
CLI-0970,2026-W05,7,29.09,7
CLI-0970,2026-W06,9,22.09,6
CLI-0970,2026-W07,7,21.41,4
CLI-0970,2026-W08,8,29.5,7
CLI-0970,2026-W09,5,25.3,4
CLI-0970,2026-W10,10,14.57,8
CLI-0971,2026-W01,7,16.68,7
CLI-0971,2026-W02,8,20.21,5
CLI-0971,2026-W03,7,19.94,6
CLI-0971,2026-W04,9,23.15,8
CLI-0971,2026-W05,8,22.8,6
CLI-0971,2026-W06,9,20.69,6
CLI-0971,2026-W07,11,15.83,12
CLI-0971,2026-W08,4,12.96,3
CLI-0971,2026-W09,3,25.37,2
CLI-0971,2026-W10,9,28.04,7
CLI-0972,2026-W01,5,25.73,3
CLI-0972,2026-W02,8,22.83,8
CLI-0972,2026-W03,9,18.22,7
CLI-0972,2026-W04,13,28.66,9
CLI-0972,2026-W05,6,16.55,4
CLI-0972,2026-W06,7,22.91,7
CLI-0972,2026-W07,10,16.16,7
CLI-0972,2026-W08,8,14.35,7
CLI-0972,2026-W09,8,21.46,7
CLI-0972,2026-W10,11,14.27,10
CLI-0973,2026-W01,10,13.48,7
CLI-0973,2026-W02,5,13.61,3
CLI-0973,2026-W03,8,16.13,4
CLI-0973,2026-W04,5,23.01,3
CLI-0973,2026-W05,8,22.2,7
CLI-0973,2026-W06,7,31.14,7
CLI-0973,2026-W07,8,26.03,8
CLI-0973,2026-W08,8,16.51,8
CLI-0973,2026-W09,9,18.72,5
CLI-0973,2026-W10,7,23.53,7
CLI-0974,2026-W01,4,13.95,4
CLI-0974,2026-W02,9,18.68,8
CLI-0974,2026-W03,6,22.83,4
CLI-0974,2026-W04,7,24.09,4
CLI-0974,2026-W05,7,22.99,7
CLI-0974,2026-W06,6,22.97,4
CLI-0974,2026-W07,10,19.16,7
CLI-0974,2026-W08,9,21.74,8
CLI-0974,2026-W09,9,22.64,5
CLI-0974,2026-W10,7,23.75,5
CLI-0975,2026-W01,10,23.18,7
CLI-0975,2026-W02,8,20.16,5
CLI-0975,2026-W03,11,25.2,8
CLI-0975,2026-W04,8,21.39,5
CLI-0975,2026-W05,9,18.97,9
CLI-0975,2026-W06,4,22.36,2
CLI-0975,2026-W07,10,29.96,7
CLI-0975,2026-W08,7,22.22,4
CLI-0975,2026-W09,9,20.68,8
CLI-0975,2026-W10,9,21.57,6
CLI-0976,2026-W01,10,25.61,8
CLI-0976,2026-W02,9,20.97,8
CLI-0976,2026-W03,11,24.42,11
CLI-0976,2026-W04,8,18.2,5
CLI-0976,2026-W05,7,22.57,6
CLI-0976,2026-W06,6,20.54,4
CLI-0976,2026-W07,7,22.28,5
CLI-0976,2026-W08,4,21.32,2
CLI-0976,2026-W09,7,21.9,6
CLI-0976,2026-W10,10,32.26,10
CLI-0977,2026-W01,9,15.83,6
CLI-0977,2026-W02,7,24.98,7
CLI-0977,2026-W03,8,26.94,8
CLI-0977,2026-W04,7,20.18,5
CLI-0977,2026-W05,11,22.29,10
CLI-0977,2026-W06,5,29.38,3
CLI-0977,2026-W07,5,4.52,4
CLI-0977,2026-W08,9,26.55,6
CLI-0977,2026-W09,8,15.49,6
CLI-0977,2026-W10,7,20.61,6
CLI-0978,2026-W01,6,29.06,6
CLI-0978,2026-W02,5,23.58,4
CLI-0978,2026-W03,10,23.91,8
CLI-0978,2026-W04,10,24.82,8
CLI-0978,2026-W05,8,23.83,7
CLI-0978,2026-W06,9,20.07,9
CLI-0978,2026-W07,5,26.77,4
CLI-0978,2026-W08,10,23.26,6
CLI-0978,2026-W09,6,14.21,4
CLI-0978,2026-W10,8,15.26,5
CLI-0979,2026-W01,5,21.9,4
CLI-0979,2026-W02,6,23.73,5
CLI-0979,2026-W03,7,18.97,6
CLI-0979,2026-W04,4,17.74,3
CLI-0979,2026-W05,6,15.87,6
CLI-0979,2026-W06,7,16.26,7
CLI-0979,2026-W07,7,23.2,6
CLI-0979,2026-W08,6,24.13,6
CLI-0979,2026-W09,5,16.44,4
CLI-0979,2026-W10,7,25.44,5
CLI-0980,2026-W01,9,30.06,9
CLI-0980,2026-W02,7,21.36,7
CLI-0980,2026-W03,5,15.73,4
CLI-0980,2026-W04,8,18.12,6
CLI-0980,2026-W05,10,14.69,9
CLI-0980,2026-W06,8,16.97,6
CLI-0980,2026-W07,6,24.7,4
CLI-0980,2026-W08,0,1.64,0
CLI-0980,2026-W09,1,9.15,0
CLI-0980,2026-W10,1,4.63,0
CLI-0981,2026-W01,7,23.11,5
CLI-0981,2026-W02,6,21.0,4
CLI-0981,2026-W03,8,17.68,8
CLI-0981,2026-W04,10,27.93,9
CLI-0981,2026-W05,9,22.35,9
CLI-0981,2026-W06,2,24.12,1
CLI-0981,2026-W07,7,20.77,5
CLI-0981,2026-W08,4,24.47,3
CLI-0981,2026-W09,5,22.59,4
CLI-0981,2026-W10,9,19.65,5
CLI-0982,2026-W01,10,18.27,6
CLI-0982,2026-W02,9,15.48,8
CLI-0982,2026-W03,10,26.38,10
CLI-0982,2026-W04,8,20.03,4
CLI-0982,2026-W05,5,20.05,5
CLI-0982,2026-W06,10,22.65,6
CLI-0982,2026-W07,4,16.38,2
CLI-0982,2026-W08,1,3.1,0
CLI-0982,2026-W09,1,3.55,0
CLI-0982,2026-W10,1,2.68,0
CLI-0983,2026-W01,7,34.26,7
CLI-0983,2026-W02,4,21.07,2
CLI-0983,2026-W03,10,25.75,7
CLI-0983,2026-W04,7,21.27,5
CLI-0983,2026-W05,5,20.66,3
CLI-0983,2026-W06,8,27.53,6
CLI-0983,2026-W07,6,21.05,5
CLI-0983,2026-W08,6,23.13,5
CLI-0983,2026-W09,9,25.15,8
CLI-0983,2026-W10,5,22.73,4
CLI-0984,2026-W01,6,27.06,5
CLI-0984,2026-W02,7,14.4,6
CLI-0984,2026-W03,7,24.29,5
CLI-0984,2026-W04,8,19.44,5
CLI-0984,2026-W05,6,17.06,5
CLI-0984,2026-W06,7,17.72,6
CLI-0984,2026-W07,9,17.49,7
CLI-0984,2026-W08,8,22.27,7
CLI-0984,2026-W09,9,27.45,8
CLI-0984,2026-W10,9,23.76,6
CLI-0985,2026-W01,5,16.66,5
CLI-0985,2026-W02,6,25.76,5
CLI-0985,2026-W03,8,26.34,8
CLI-0985,2026-W04,10,18.37,8
CLI-0985,2026-W05,8,21.94,8
CLI-0985,2026-W06,7,19.33,6
CLI-0985,2026-W07,10,22.26,9
CLI-0985,2026-W08,8,17.99,5
CLI-0985,2026-W09,9,16.97,7
CLI-0985,2026-W10,8,24.41,7
CLI-0986,2026-W01,7,23.59,4
CLI-0986,2026-W02,8,21.8,8
CLI-0986,2026-W03,8,22.31,8
CLI-0986,2026-W04,8,22.3,7
CLI-0986,2026-W05,5,21.24,5
CLI-0986,2026-W06,8,22.49,5
CLI-0986,2026-W07,9,25.1,9
CLI-0986,2026-W08,6,21.17,3
CLI-0986,2026-W09,7,21.98,4
CLI-0986,2026-W10,7,25.06,7
CLI-0987,2026-W01,8,28.15,7
CLI-0987,2026-W02,8,17.85,8
CLI-0987,2026-W03,7,25.02,4
CLI-0987,2026-W04,4,15.27,2
CLI-0987,2026-W05,8,26.75,8
CLI-0987,2026-W06,10,20.91,6
CLI-0987,2026-W07,10,22.36,9
CLI-0987,2026-W08,4,21.96,4
CLI-0987,2026-W09,6,26.59,5
CLI-0987,2026-W10,7,15.61,6
CLI-0988,2026-W01,5,21.9,4
CLI-0988,2026-W02,3,19.41,1
CLI-0988,2026-W03,8,16.71,7
CLI-0988,2026-W04,9,27.96,9
CLI-0988,2026-W05,5,20.51,4
CLI-0988,2026-W06,9,21.99,7
CLI-0988,2026-W07,5,21.28,4
CLI-0988,2026-W08,6,27.54,4
CLI-0988,2026-W09,9,20.43,7
CLI-0988,2026-W10,8,15.46,6
CLI-0989,2026-W01,6,29.77,5
CLI-0989,2026-W02,8,26.65,7
CLI-0989,2026-W03,8,28.57,6
CLI-0989,2026-W04,4,21.06,3
CLI-0989,2026-W05,11,26.78,10
CLI-0989,2026-W06,10,21.97,6
CLI-0989,2026-W07,6,16.86,4
CLI-0989,2026-W08,5,26.04,3
CLI-0989,2026-W09,9,21.67,7
CLI-0989,2026-W10,9,22.71,6
CLI-0990,2026-W01,9,26.76,9
CLI-0990,2026-W02,5,23.37,4
CLI-0990,2026-W03,4,22.67,2
CLI-0990,2026-W04,9,15.43,6
CLI-0990,2026-W05,7,22.05,4
CLI-0990,2026-W06,8,20.61,7
CLI-0990,2026-W07,5,21.73,3
CLI-0990,2026-W08,4,20.84,2
CLI-0990,2026-W09,7,21.33,4
CLI-0990,2026-W10,6,14.46,6
CLI-0991,2026-W01,7,26.65,7
CLI-0991,2026-W02,10,34.2,9
CLI-0991,2026-W03,11,16.02,8
CLI-0991,2026-W04,7,21.89,6
CLI-0991,2026-W05,7,22.35,5
CLI-0991,2026-W06,12,16.59,7
CLI-0991,2026-W07,6,30.22,3
CLI-0991,2026-W08,1,5.5,0
CLI-0991,2026-W09,0,2.29,0
CLI-0991,2026-W10,1,4.29,0
CLI-0992,2026-W01,6,19.52,4
CLI-0992,2026-W02,9,11.65,7
CLI-0992,2026-W03,10,23.52,8
CLI-0992,2026-W04,8,13.85,5
CLI-0992,2026-W05,5,20.01,5
CLI-0992,2026-W06,9,11.62,5
CLI-0992,2026-W07,9,20.2,6
CLI-0992,2026-W08,7,23.27,4
CLI-0992,2026-W09,8,18.44,8
CLI-0992,2026-W10,9,10.4,9
CLI-0993,2026-W01,7,22.77,4
CLI-0993,2026-W02,7,12.87,5
CLI-0993,2026-W03,9,15.76,6
CLI-0993,2026-W04,7,22.77,4
CLI-0993,2026-W05,8,27.85,6
CLI-0993,2026-W06,7,24.14,5
CLI-0993,2026-W07,7,25.06,7
CLI-0993,2026-W08,1,2.85,0
CLI-0993,2026-W09,2,8.03,0
CLI-0993,2026-W10,2,5.84,0
CLI-0994,2026-W01,10,23.24,10
CLI-0994,2026-W02,10,24.84,8
CLI-0994,2026-W03,8,24.17,6
CLI-0994,2026-W04,8,23.47,8
CLI-0994,2026-W05,7,20.74,5
CLI-0994,2026-W06,11,24.39,7
CLI-0994,2026-W07,6,20.61,5
CLI-0994,2026-W08,10,18.32,8
CLI-0994,2026-W09,5,14.96,4
CLI-0994,2026-W10,4,15.51,3
CLI-0995,2026-W01,5,28.93,3
CLI-0995,2026-W02,7,20.18,5
CLI-0995,2026-W03,5,21.28,3
CLI-0995,2026-W04,4,20.15,2
CLI-0995,2026-W05,12,25.32,9
CLI-0995,2026-W06,7,25.49,7
CLI-0995,2026-W07,6,18.0,5
CLI-0995,2026-W08,11,16.29,11
CLI-0995,2026-W09,7,23.53,5
CLI-0995,2026-W10,6,25.25,5
CLI-0996,2026-W01,7,25.32,4
CLI-0996,2026-W02,9,20.78,9
CLI-0996,2026-W03,11,18.67,9
CLI-0996,2026-W04,10,27.87,10
CLI-0996,2026-W05,11,22.87,9
CLI-0996,2026-W06,6,32.38,3
CLI-0996,2026-W07,7,17.93,6
CLI-0996,2026-W08,0,1.55,0
CLI-0996,2026-W09,1,3.77,0
CLI-0996,2026-W10,1,6.16,0
CLI-0997,2026-W01,9,22.08,8
CLI-0997,2026-W02,8,22.06,8
CLI-0997,2026-W03,7,21.99,4
CLI-0997,2026-W04,8,21.37,8
CLI-0997,2026-W05,8,17.82,8
CLI-0997,2026-W06,6,18.33,5
CLI-0997,2026-W07,6,28.44,3
CLI-0997,2026-W08,9,16.62,5
CLI-0997,2026-W09,8,20.05,7
CLI-0997,2026-W10,6,14.57,6
CLI-0998,2026-W01,9,15.18,6
CLI-0998,2026-W02,7,17.27,5
CLI-0998,2026-W03,9,20.33,8
CLI-0998,2026-W04,7,21.5,6
CLI-0998,2026-W05,8,22.07,5
CLI-0998,2026-W06,7,19.41,4
CLI-0998,2026-W07,4,16.41,2
CLI-0998,2026-W08,2,4.92,0
CLI-0998,2026-W09,1,3.32,0
CLI-0998,2026-W10,1,4.91,0
CLI-0999,2026-W01,9,19.21,8
CLI-0999,2026-W02,8,18.98,7
CLI-0999,2026-W03,9,20.24,8
CLI-0999,2026-W04,5,20.66,5
CLI-0999,2026-W05,11,30.95,10
CLI-0999,2026-W06,8,21.31,6
CLI-0999,2026-W07,8,23.58,5
CLI-0999,2026-W08,7,24.2,6
CLI-0999,2026-W09,8,20.42,8
CLI-0999,2026-W10,5,19.7,4
CLI-1000,2026-W01,9,21.84,9
CLI-1000,2026-W02,8,20.58,7
CLI-1000,2026-W03,5,20.81,5
CLI-1000,2026-W04,5,16.57,3
CLI-1000,2026-W05,10,19.9,6
CLI-1000,2026-W06,6,30.09,6
CLI-1000,2026-W07,9,20.14,6
CLI-1000,2026-W08,8,20.82,6
CLI-1000,2026-W09,6,24.37,3
CLI-1000,2026-W10,7,22.38,6
CLI-1001,2026-W01,10,26.56,9
CLI-1001,2026-W02,6,24.43,4
CLI-1001,2026-W03,5,24.25,4
CLI-1001,2026-W04,8,23.89,6
CLI-1001,2026-W05,7,32.42,7
CLI-1001,2026-W06,6,26.86,6
CLI-1001,2026-W07,5,24.52,5
CLI-1001,2026-W08,2,6.28,0
CLI-1001,2026-W09,1,4.79,0
CLI-1001,2026-W10,2,8.83,0
CLI-1002,2026-W01,6,19.22,5
CLI-1002,2026-W02,8,20.72,5
CLI-1002,2026-W03,7,27.35,4
CLI-1002,2026-W04,2,19.01,1
CLI-1002,2026-W05,4,16.02,4
CLI-1002,2026-W06,12,24.99,10
CLI-1002,2026-W07,9,21.6,5
CLI-1002,2026-W08,9,13.17,9
CLI-1002,2026-W09,10,17.9,10
CLI-1002,2026-W10,6,24.53,5
CLI-1003,2026-W01,8,22.42,8
CLI-1003,2026-W02,5,22.5,3
CLI-1003,2026-W03,9,19.34,8
CLI-1003,2026-W04,10,17.64,8
CLI-1003,2026-W05,8,29.68,7
CLI-1003,2026-W06,6,27.27,3
CLI-1003,2026-W07,11,22.86,8
CLI-1003,2026-W08,6,18.14,5
CLI-1003,2026-W09,10,28.38,9
CLI-1003,2026-W10,10,21.84,6
CLI-1004,2026-W01,10,21.76,6
CLI-1004,2026-W02,6,27.62,6
CLI-1004,2026-W03,11,16.9,11
CLI-1004,2026-W04,5,22.2,5
CLI-1004,2026-W05,9,16.33,7
CLI-1004,2026-W06,8,19.05,7
CLI-1004,2026-W07,9,18.01,6
CLI-1004,2026-W08,9,21.21,5
CLI-1004,2026-W09,6,22.32,5
CLI-1004,2026-W10,4,19.2,3
CLI-1005,2026-W01,8,13.14,5
CLI-1005,2026-W02,2,10.3,1
CLI-1005,2026-W03,10,21.62,6
CLI-1005,2026-W04,6,26.73,6
CLI-1005,2026-W05,7,23.34,4
CLI-1005,2026-W06,8,19.65,7
CLI-1005,2026-W07,8,25.87,4
CLI-1005,2026-W08,7,19.7,4
CLI-1005,2026-W09,7,10.51,5
CLI-1005,2026-W10,8,15.95,7
CLI-1006,2026-W01,9,21.55,7
CLI-1006,2026-W02,8,25.5,6
CLI-1006,2026-W03,6,23.85,4
CLI-1006,2026-W04,8,21.08,8
CLI-1006,2026-W05,6,24.98,5
CLI-1006,2026-W06,9,22.57,6
CLI-1006,2026-W07,5,19.36,3
CLI-1006,2026-W08,7,25.44,4
CLI-1006,2026-W09,4,19.18,3
CLI-1006,2026-W10,7,21.58,4
CLI-1007,2026-W01,5,20.91,3
CLI-1007,2026-W02,7,16.81,4
CLI-1007,2026-W03,7,19.29,6
CLI-1007,2026-W04,8,17.57,7
CLI-1007,2026-W05,8,17.96,6
CLI-1007,2026-W06,6,23.49,5
CLI-1007,2026-W07,8,19.91,5
CLI-1007,2026-W08,7,14.73,6
CLI-1007,2026-W09,10,25.44,6
CLI-1007,2026-W10,9,14.02,5
CLI-1008,2026-W01,6,20.33,3
CLI-1008,2026-W02,4,26.45,3
CLI-1008,2026-W03,10,32.31,7
CLI-1008,2026-W04,5,22.59,4
CLI-1008,2026-W05,10,20.73,10
CLI-1008,2026-W06,6,12.67,6
CLI-1008,2026-W07,10,21.9,8
CLI-1008,2026-W08,6,23.42,4
CLI-1008,2026-W09,8,22.84,5
CLI-1008,2026-W10,7,30.11,6
CLI-1009,2026-W01,7,30.1,5
CLI-1009,2026-W02,9,23.76,5
CLI-1009,2026-W03,7,26.87,7
CLI-1009,2026-W04,8,17.34,5
CLI-1009,2026-W05,6,24.11,6
CLI-1009,2026-W06,6,21.69,6
CLI-1009,2026-W07,10,23.52,7
CLI-1009,2026-W08,6,29.05,4
CLI-1009,2026-W09,9,27.09,8
CLI-1009,2026-W10,3,23.65,3
CLI-1010,2026-W01,9,30.5,8
CLI-1010,2026-W02,5,28.03,3
CLI-1010,2026-W03,11,11.91,11
CLI-1010,2026-W04,8,25.09,7
CLI-1010,2026-W05,7,19.55,6
CLI-1010,2026-W06,9,18.93,6
CLI-1010,2026-W07,7,26.06,6
CLI-1010,2026-W08,11,24.69,9
CLI-1010,2026-W09,8,19.42,8
CLI-1010,2026-W10,5,27.55,4
CLI-1011,2026-W01,7,27.75,5
CLI-1011,2026-W02,7,18.75,5
CLI-1011,2026-W03,8,21.62,5
CLI-1011,2026-W04,5,31.09,3
CLI-1011,2026-W05,6,26.64,6
CLI-1011,2026-W06,9,15.7,7
CLI-1011,2026-W07,5,20.49,4
CLI-1011,2026-W08,6,30.63,4
CLI-1011,2026-W09,7,26.45,6
CLI-1011,2026-W10,9,23.32,5
CLI-1012,2026-W01,8,28.19,8
CLI-1012,2026-W02,6,30.63,4
CLI-1012,2026-W03,5,25.91,3
CLI-1012,2026-W04,5,20.42,4
CLI-1012,2026-W05,8,19.57,5
CLI-1012,2026-W06,7,15.07,4
CLI-1012,2026-W07,6,24.49,5
CLI-1012,2026-W08,8,18.55,5
CLI-1012,2026-W09,10,15.9,6
CLI-1012,2026-W10,7,19.47,6
CLI-1013,2026-W01,9,22.24,7
CLI-1013,2026-W02,7,12.78,6
CLI-1013,2026-W03,9,20.91,6
CLI-1013,2026-W04,8,18.26,5
CLI-1013,2026-W05,6,29.5,5
CLI-1013,2026-W06,4,16.73,3
CLI-1013,2026-W07,10,25.2,9
CLI-1013,2026-W08,1,4.42,0
CLI-1013,2026-W09,0,1.91,0
CLI-1013,2026-W10,2,6.97,0
CLI-1014,2026-W01,9,32.98,6
CLI-1014,2026-W02,7,21.18,7
CLI-1014,2026-W03,5,21.74,3
CLI-1014,2026-W04,11,26.92,11
CLI-1014,2026-W05,6,22.15,5
CLI-1014,2026-W06,5,17.15,3
CLI-1014,2026-W07,8,19.53,7
CLI-1014,2026-W08,5,24.45,5
CLI-1014,2026-W09,7,14.16,4
CLI-1014,2026-W10,3,19.15,1
CLI-1015,2026-W01,4,12.66,2
CLI-1015,2026-W02,10,21.51,7
CLI-1015,2026-W03,7,21.06,7
CLI-1015,2026-W04,5,24.05,5
CLI-1015,2026-W05,7,18.21,6
CLI-1015,2026-W06,6,15.86,5
CLI-1015,2026-W07,7,20.8,5
CLI-1015,2026-W08,7,22.28,5
CLI-1015,2026-W09,7,23.15,6
CLI-1015,2026-W10,9,24.97,8
CLI-1016,2026-W01,9,17.76,7
CLI-1016,2026-W02,6,25.27,5
CLI-1016,2026-W03,9,18.61,8
CLI-1016,2026-W04,9,17.28,6
CLI-1016,2026-W05,8,21.87,5
CLI-1016,2026-W06,5,19.83,5
CLI-1016,2026-W07,12,23.01,12
CLI-1016,2026-W08,12,14.78,8
CLI-1016,2026-W09,9,9.33,9
CLI-1016,2026-W10,7,25.16,4
CLI-1017,2026-W01,9,18.0,9
CLI-1017,2026-W02,10,19.33,8
CLI-1017,2026-W03,7,19.83,4
CLI-1017,2026-W04,5,29.85,3
CLI-1017,2026-W05,8,27.44,5
CLI-1017,2026-W06,10,17.16,6
CLI-1017,2026-W07,10,24.52,9
CLI-1017,2026-W08,5,24.24,3
CLI-1017,2026-W09,5,30.03,3
CLI-1017,2026-W10,9,21.64,9
CLI-1018,2026-W01,10,14.09,9
CLI-1018,2026-W02,6,20.74,4
CLI-1018,2026-W03,12,16.65,8
CLI-1018,2026-W04,4,14.78,3
CLI-1018,2026-W05,9,19.03,6
CLI-1018,2026-W06,7,25.81,7
CLI-1018,2026-W07,7,23.02,5
CLI-1018,2026-W08,9,19.85,7
CLI-1018,2026-W09,7,23.21,4
CLI-1018,2026-W10,9,18.04,5
CLI-1019,2026-W01,1,25.4,0
CLI-1019,2026-W02,9,23.0,8
CLI-1019,2026-W03,8,19.18,6
CLI-1019,2026-W04,9,26.27,5
CLI-1019,2026-W05,8,34.46,7
CLI-1019,2026-W06,4,22.81,4
CLI-1019,2026-W07,5,26.4,3
CLI-1019,2026-W08,4,15.33,3
CLI-1019,2026-W09,6,23.33,3
CLI-1019,2026-W10,6,19.07,3
CLI-1020,2026-W01,7,20.79,5
CLI-1020,2026-W02,10,25.43,8
CLI-1020,2026-W03,7,32.49,4
CLI-1020,2026-W04,8,17.16,5
CLI-1020,2026-W05,8,24.68,7
CLI-1020,2026-W06,6,16.74,4
CLI-1020,2026-W07,8,20.2,8
CLI-1020,2026-W08,10,25.71,10
CLI-1020,2026-W09,6,24.13,4
CLI-1020,2026-W10,10,15.03,10
CLI-1021,2026-W01,5,21.94,5
CLI-1021,2026-W02,8,21.74,6
CLI-1021,2026-W03,7,20.37,4
CLI-1021,2026-W04,8,27.67,6
CLI-1021,2026-W05,7,34.19,4
CLI-1021,2026-W06,11,28.65,7
CLI-1021,2026-W07,9,32.04,5
CLI-1021,2026-W08,7,17.84,5
CLI-1021,2026-W09,6,16.99,4
CLI-1021,2026-W10,8,23.5,8
CLI-1022,2026-W01,8,21.94,7
CLI-1022,2026-W02,8,30.68,6
CLI-1022,2026-W03,9,26.61,8
CLI-1022,2026-W04,8,13.92,7
CLI-1022,2026-W05,4,32.41,3
CLI-1022,2026-W06,6,18.92,4
CLI-1022,2026-W07,8,24.75,7
CLI-1022,2026-W08,9,30.87,6
CLI-1022,2026-W09,11,17.95,12
CLI-1022,2026-W10,9,20.08,9
CLI-1023,2026-W01,7,16.53,6
CLI-1023,2026-W02,4,21.84,3
CLI-1023,2026-W03,6,26.64,4
CLI-1023,2026-W04,7,23.54,7
CLI-1023,2026-W05,10,14.57,10
CLI-1023,2026-W06,6,22.9,6
CLI-1023,2026-W07,8,27.52,8
CLI-1023,2026-W08,9,22.48,9
CLI-1023,2026-W09,8,23.66,6
CLI-1023,2026-W10,5,21.22,3
CLI-1024,2026-W01,8,24.29,6
CLI-1024,2026-W02,6,15.66,3
CLI-1024,2026-W03,7,31.84,5
CLI-1024,2026-W04,6,27.87,4
CLI-1024,2026-W05,11,22.23,11
CLI-1024,2026-W06,6,24.56,3
CLI-1024,2026-W07,8,17.7,5
CLI-1024,2026-W08,6,24.27,4
CLI-1024,2026-W09,9,20.39,7
CLI-1024,2026-W10,7,25.34,4
CLI-1025,2026-W01,7,20.5,7
CLI-1025,2026-W02,6,18.14,5
CLI-1025,2026-W03,13,21.02,7
CLI-1025,2026-W04,10,30.42,6
CLI-1025,2026-W05,7,23.84,4
CLI-1025,2026-W06,8,13.94,6
CLI-1025,2026-W07,4,22.24,3
CLI-1025,2026-W08,7,31.46,5
CLI-1025,2026-W09,7,31.75,7
CLI-1025,2026-W10,7,31.56,4
CLI-1026,2026-W01,9,24.82,8
CLI-1026,2026-W02,6,24.88,4
CLI-1026,2026-W03,11,21.28,7
CLI-1026,2026-W04,7,20.77,6
CLI-1026,2026-W05,11,26.28,9
CLI-1026,2026-W06,10,23.57,10
CLI-1026,2026-W07,8,24.12,7
CLI-1026,2026-W08,10,20.76,9
CLI-1026,2026-W09,10,23.83,9
CLI-1026,2026-W10,3,26.42,2
CLI-1027,2026-W01,5,26.3,4
CLI-1027,2026-W02,9,23.65,6
CLI-1027,2026-W03,9,27.49,8
CLI-1027,2026-W04,7,25.97,6
CLI-1027,2026-W05,10,30.8,7
CLI-1027,2026-W06,5,24.04,3
CLI-1027,2026-W07,6,16.98,4
CLI-1027,2026-W08,8,22.39,7
CLI-1027,2026-W09,10,20.27,6
CLI-1027,2026-W10,7,23.06,6
CLI-1028,2026-W01,6,18.38,5
CLI-1028,2026-W02,10,19.26,8
CLI-1028,2026-W03,10,25.04,8
CLI-1028,2026-W04,4,24.65,4
CLI-1028,2026-W05,9,24.11,8
CLI-1028,2026-W06,7,17.3,6
CLI-1028,2026-W07,10,21.49,8
CLI-1028,2026-W08,6,24.29,4
CLI-1028,2026-W09,6,17.25,3
CLI-1028,2026-W10,7,18.67,5
CLI-1029,2026-W01,6,26.03,4
CLI-1029,2026-W02,7,28.26,4
CLI-1029,2026-W03,6,13.36,4
CLI-1029,2026-W04,8,31.28,7
CLI-1029,2026-W05,9,38.08,8
CLI-1029,2026-W06,8,23.18,5
CLI-1029,2026-W07,3,24.14,3
CLI-1029,2026-W08,8,19.96,8
CLI-1029,2026-W09,7,21.66,4
CLI-1029,2026-W10,7,32.45,5
CLI-1030,2026-W01,7,22.85,7
CLI-1030,2026-W02,7,25.92,5
CLI-1030,2026-W03,8,20.6,7
CLI-1030,2026-W04,4,23.22,2
CLI-1030,2026-W05,7,21.7,7
CLI-1030,2026-W06,5,29.17,4
CLI-1030,2026-W07,9,29.15,7
CLI-1030,2026-W08,10,24.96,7
CLI-1030,2026-W09,5,31.22,4
CLI-1030,2026-W10,6,20.66,5
CLI-1031,2026-W01,9,25.78,8
CLI-1031,2026-W02,9,20.0,6
CLI-1031,2026-W03,6,34.67,5
CLI-1031,2026-W04,7,21.19,4
CLI-1031,2026-W05,6,23.22,5
CLI-1031,2026-W06,8,21.92,8
CLI-1031,2026-W07,8,30.82,5
CLI-1031,2026-W08,6,22.22,6
CLI-1031,2026-W09,6,23.47,4
CLI-1031,2026-W10,6,19.37,6
CLI-1032,2026-W01,5,22.49,5
CLI-1032,2026-W02,8,31.3,8
CLI-1032,2026-W03,8,19.75,5
CLI-1032,2026-W04,5,15.89,3
CLI-1032,2026-W05,5,31.39,3
CLI-1032,2026-W06,8,19.09,6
CLI-1032,2026-W07,6,17.72,6
CLI-1032,2026-W08,6,28.58,6
CLI-1032,2026-W09,7,14.76,4
CLI-1032,2026-W10,12,16.3,9
CLI-1033,2026-W01,6,28.55,6
CLI-1033,2026-W02,8,19.65,7
CLI-1033,2026-W03,5,17.17,4
CLI-1033,2026-W04,6,22.04,5
CLI-1033,2026-W05,8,21.26,7
CLI-1033,2026-W06,7,16.75,5
CLI-1033,2026-W07,8,28.4,8
CLI-1033,2026-W08,1,3.93,0
CLI-1033,2026-W09,1,3.93,0
CLI-1033,2026-W10,1,5.21,0
CLI-1034,2026-W01,8,22.14,8
CLI-1034,2026-W02,10,16.09,8
CLI-1034,2026-W03,9,24.15,9
CLI-1034,2026-W04,6,24.3,6
CLI-1034,2026-W05,8,21.11,5
CLI-1034,2026-W06,9,19.14,7
